"row_num","review_id","id","contract","clause_type","clause_text","category","disagreement_type","disagreement_direction","label_gap","clause_risk_profile","typical_risk_for_type","qwen_label","gemini_label","copilot_label","qwen_confidence","gemini_confidence","qwen_reason","gemini_reason","final_label","reviewer","notes"
5103,"MR-076","KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement__Exclusivity","KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement","Exclusivity","Kitov hereby grants to Dexcel a fully paid, limited license right to use all of its Confidential Information and Intellectual Property Rights (including, inter alia, the Kitov Foreground IP, Kitov Data, Kitov's share of the Joint IP, and the Trademark (""Kitov Product IP"")) necessary in order for Dexcel to manufacture, Label, package with the Livery, test and release the Product for shipment, exclusively for Kitov, for and during the Term.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0.95,1,"The clause grants Dexcel a license to use Kitov's IP solely for Kitov's benefit, effectively prohibiting Dexcel from manufacturing, labeling, or releasing the product for any other party or for its own commercial use. This creates a total dependency on Kitov and eliminates Dexcel's ability to monetize the technology or services independently, representing a significant one-sided restriction on the signing party's business operations.","The clause states that Dexcel will manufacture, label, package, test, and release the Product 'exclusively for Kitov'. From Dexcel's perspective (the signing party), this is a standard exclusivity clause where they are committing to produce the specified product solely for Kitov, which is a common arrangement in manufacturing agreements and does not impose an undue burden or restriction on Dexcel beyond the scope of this specific product.","LOW","Sachin","Agreed with Gemini reasoning."
5104,"MR-077","Microgenics Corporation - Collaborative Development and Commercialization Agreement__Exclusivity","Microgenics Corporation - Collaborative Development and Commercialization Agreement","Exclusivity","During the Term, and without limiting Section 4.2, Achaogen hereby grants to Microgenics a royalty-free, exclusive, worldwide license to use the Achaogen","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0.95,0.9,"The signing party (Microgenics) receives an exclusive, worldwide license without paying royalties, which is a highly favorable term for the licensee but represents a significant loss of value and control for the licensor (Achaogen). However, from the perspective of the signing party (Microgenics), this clause is extremely favorable and low risk, granting them maximum rights with no financial burden. Wait, the prompt asks to evaluate risk FROM THE PERSPECTIVE OF THE PARTY SIGNING THE CONTRACT \u2014 the counterparty to the drafter, typically the customer, licensee, or non-drafting party. In this text, Achaogen is the drafter (granting rights) and Microgenics is the signer (receiving rights). Therefore, the risk assessment is for Microgenics. The clause grants Microgenics an exclusive, royalty-free, worldwide license. This is a massive benefit to Microgenics, not a risk. There is no downside described in this fragment for Microgenics. Thus, the risk is LOW.","From the perspective of Microgenics (the signing party), receiving an exclusive, royalty-free, worldwide license is highly favorable. This clause grants significant rights and protection to Microgenics without ongoing financial burden for the license itself.","LOW","Sachin","Agreed with Gemini reasoning."
5105,"MR-078","NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT__Exclusivity","NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT","Exclusivity","PPG          Shanghai or any of its direct or indirect affiliates shall not sell any          of its products directly to the Auto Center or to any of the Auto          Center's affiliates in China or throughout the world, unless PPG          Shanghai obtains Distributor's written approval.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0.95,1,"The clause imposes a global prohibition on direct sales to the counterparty's affiliates without written approval, effectively granting the counterparty a monopoly on its own supply chain while restricting the signing party's ability to engage in standard commercial transactions with the counterparty's entities worldwide.","This clause imposes an exclusivity obligation on PPG Shanghai, the counterparty to the Distributor. From the Distributor's perspective (the signing party), this is a favorable term as it prevents PPG Shanghai from directly competing with the Distributor by selling to the Auto Center or its affiliates, thereby protecting the Distributor's market. The Distributor's written approval is required for any such direct sales, giving the Distributor control.","MEDIUM","Sachin","REASONING: The clause does impose some restrictions on the signing party's ability to engage in commercial transactions with the counterparty's entities worldwide, but it also provides a safeguard through the requirement of written approval. This balance makes the risk level medium.

SIGNALS: global prohibition, written approval required

CONTRARY THRESHOLDS:
- HIGH: If there was no written approval requirement, I would label it HIGH risk as it would give PPG Shanghai unchecked power to restrict the signing party's commercial activities.
- LOW: If the clause only prohibited direct sales to the Auto Center itself, without any affiliates, and did not require written approval, I would label it LOW risk."
5106,"MR-079","NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement__Exclusivity","NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement","Exclusivity","During the Term and subject to the limitations set forth in this Agreement, Naked shall have an exclusive right and license in the Territory to use Athlete's name, nickname, initials, autograph, image, likeness, photographs, biographical details, facsimile signature, voice, videos, electronic media depictions, any words, symbols or other depictions, as well as any other identifying attributes that would identify Athlete to the public, including any trade mark(s), copyrights which Wade has, as set forth on Schedule A attached hereto, and all multimedia assets that Wade owns or has right to use (collectively, the ""Wade Image"") solely for the advertising, endorsement, promotion, or sale of the Naked Products (including the Wade Products) in the Territory as follows:","MANUAL_REVIEW","LOW\u2194HIGH","Gemini\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","LOW","HIGH","High",0.95,1,"The exclusivity is granted to the signing party (Naked) rather than imposed upon them, and the scope is clearly limited to specific products and the defined Territory, which is a standard and favorable arrangement for a licensee.","This clause grants Naked an exclusive right and license to use a broad range of Athlete's identifying attributes and multimedia assets for the promotion and sale of Naked Products within the Territory. This significantly restricts the Athlete's ability to license or use their own image and likeness for other products or services, even if unrelated to Naked's specific product line, within the defined territory. The scope of 'Wade Image' is very broad, encompassing virtually all identifying attributes, which creates a heavily one-sided arrangement benefiting Naked and limiting the Athlete's commercial opportunities.","HIGH","Sachin","Agreed with Gemini reasoning."
5107,"MR-080","PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement__Exclusivity","PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement","Exclusivity","Subject to the terms and conditions of this Agreement, PACIFICAP ENTERTAINMENT hereby grants to THE HENRY FILM AND ENTERTAINMENT CORPORATION, under PACIFICAP ENTERTAINMENT'S full ownership and or fully authorized licensing Rights of Content

  (a) A 10 year exclusive, worldwide license to use, modify, reproduce, distribute, display and transmit any and all PACIFICAP ENTERTAINMENT nostalgic television show library Content.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0,1,"The signing party (PACIFICAP ENTERTAINMENT) grants a decade-long, global exclusive license covering the entire nostalgic television show library, effectively locking the drafter out of all other commercial opportunities for their core assets for a significant period without any stated performance milestones or termination rights for non-use.","From the perspective of THE HENRY FILM AND ENTERTAINMENT CORPORATION (the licensee), this clause grants an exclusive, worldwide license for a significant duration (10 years) to a valuable content library. This is highly favorable to the signing party as it secures exclusive rights, preventing competitors from accessing the same content and providing a strong market position.","HIGH","Sachin","Agreed with Qwen reasoning."
5108,"MR-081","Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT__Exclusivity","Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT","Exclusivity","The Company and the Trust (together, the ""Issuers"") hereby appoint  Barclays as exclusive remarketing agent (the ""Remarketing Agent""), and Barclays hereby accepts appointment as Remarketing Agent, for the  purpose of (i) remarketing the Remarketing Securities on behalf of the holders thereof and (ii) performing such other duties as are assigned to the  Remarketing Agent in the Remarketing Procedures, all in accordance with and pursuant to the Remarketing Procedures.","MANUAL_REVIEW","LOW\u2194HIGH","Gemini\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","LOW","HIGH","",0,1,"This is a standard appointment clause for a specific financial service role where the Issuers (signing party) are engaging a specialized agent; the exclusivity is limited to the specific function of remarketing securities and does not impose broad operational restrictions or non-compete obligations on the Issuers.","The clause establishes Barclays as the exclusive remarketing agent, meaning the Issuers (the signing party) are prohibited from appointing any other entity for remarketing the securities. This significantly restricts the Issuers' flexibility and ability to seek alternative or competitive services for a critical function.","LOW","Sachin","Agreed with Qwen reasoning."
5109,"MR-082","RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement__Exclusivity","RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement","Exclusivity","Subject to the terms and conditions of this Agreement, RevMed hereby grants to Sanofi an exclusive (even as to RevMed and its Affiliates), royalty-bearing license (which shall be sub-licensable solely as provided in Section 3.4) under the RevMed Licensed Technology, to Research, Develop, Manufacture, use, sell, offer for sale, import and otherwise Commercialize and exploit Products (including, for clarity, any Companion Diagnostics with respect to such Products) in the Field in the Licensed Territory.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0.95,1,"The clause grants an exclusive license that explicitly excludes the drafter (RevMed) and its affiliates from the field, effectively creating a total non-compete for the drafter in the licensed territory and field, which severely restricts their ability to commercialize their own technology or collaborate with others in that space.","The clause grants Sanofi an exclusive license, which is highly favorable to Sanofi as the licensee. It prevents RevMed (the licensor) and its affiliates from competing in the specified field and territory, ensuring Sanofi's market position. While it is royalty-bearing, this is standard for exclusive licenses and does not introduce undue risk for Sanofi.","LOW","Sachin","Agreed with Gemini reasoning."
5110,"MR-083","SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT__Exclusivity","SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT","Exclusivity","The Professional grants to the Company the exclusive worldwide          right and license to use his name, autograph, likeness, photographs,          electronic media depiction, signature and any other words, symbols or          depiction's which would identify the Professional to the public in           connection with the advertising, promotion, publicizing, sale and           distribution of Haley apparel by the Company.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","HIGH","LOW","High",0.9,1,"The clause grants the Company an exclusive, worldwide license to use the Professional's name and likeness for all purposes related to Haley apparel. This creates a significant risk by preventing the Professional from licensing their identity to any other party for the same product category or potentially any other apparel, effectively locking them out of the market for the duration of the agreement without any stated limitations on scope, duration, or compensation adjustments for exclusivity.","From the perspective of the Company (the signing party), this clause grants them an exclusive worldwide right, which is highly favorable. It ensures that the Company is the sole entity able to use the Professional's identity for the specified purpose, providing a strong competitive advantage and protecting their investment in the Professional's brand for 'Haley apparel'.","HIGH","Sachin","Agreed with Qwen reasoning."
5111,"MR-084","VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT__Exclusivity","VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT","Exclusivity","Without limiting Section 4(a) above, the Parties agree that *** are, at the Effective Date, primarily or exclusively known as suppliers or providers in the Product and Services Category. Accordingly, Forty Niners SC shall not solicit or enter into sponsorships with such Parties.","MANUAL_REVIEW","LOW\u2194HIGH","Gemini\u2191",2,"typically MEDIUM \u2014 scope determines risk","LOW (38%)","LOW","HIGH","High",0,0.9,"The clause imposes a specific, limited restriction on the signing party (Forty Niners SC) regarding solicitation of certain third parties, which is a standard non-solicitation provision in sponsorship agreements and does not broadly restrict the signing party's general business operations or ability to work with other entities.","This clause creates an exclusivity obligation for the signing party (Forty Niners SC) by prohibiting them from soliciting or entering into sponsorships with other parties identified as primary or exclusive suppliers in the Product and Services Category. This significantly restricts the signing party's ability to engage with other potential sponsors in a relevant market, potentially limiting revenue opportunities and market reach.","LOW","Sachin","Agreed with Qwen reasoning."
5112,"MR-085","DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement__Governing Law","DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement","Governing Law","This Agreement  shall  be  governed  and  construed in accordance with           the  laws  of  the  United  States of America.","MANUAL_REVIEW","LOW\u2194HIGH","Gemini\u2191",2,"typically LOW \u2014 standard jurisdiction clauses","LOW (80%)","LOW","HIGH","Low",0.95,0.9,"Selecting federal law of the United States is a standard, neutral choice for commercial agreements that avoids the uncertainty of a specific foreign or unfamiliar state jurisdiction, providing a predictable legal framework for the signing party.","The 'laws of the United States of America' is not a specific, unified body of law for contract interpretation. It is overly broad and ambiguous, making it difficult to predict which specific federal or state laws would apply, creating significant legal uncertainty and potential for disputes regarding the applicable legal framework. This places an undue burden on the signing party to navigate an undefined legal landscape.","MEDIUM","Sachin","REASONING: The clause is not overly broad or ambiguous, but it does lack specificity. This could lead to some uncertainty in the applicable legal framework, which may impact the signing party's expectations and obligations.

SIGNALS: The laws of the United States of America, Selecting federal law of the United States

CONTRARY THRESHOLDS:
- HIGH: If the clause specifically referenced a particular state or federal law, it would be HIGH risk due to the potential for unintended consequences.
- LOW: If the clause specifically referenced a well-established and widely accepted legal framework, such as the Uniform Commercial Code (UCC), it would be LOW risk."
5113,"MR-086","LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement__Insurance","LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement","Insurance","To be covered by the Seller for 110% invoice value against All Risks and War Risk.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 vague standards create risk","LOW (65%)","HIGH","LOW","Low",0.85,0.9,"The clause imposes the insurance obligation on the Seller rather than the signing party (typically the Buyer/Customer), which is the opposite of the standard requirement where the signing party must maintain insurance for the counterparty's benefit. This phrasing suggests the signing party is not the one bearing the risk or cost, or the clause is drafted from the Seller's perspective, creating ambiguity about the signing party's actual obligations and potentially leaving them without the intended protection if the Seller fails to maintain coverage.","This clause states that the Seller (the counterparty from the signing party's perspective) is responsible for covering insurance. This is favorable to the signing party as it places the burden of insurance coverage on the Seller, protecting the signing party's goods for 110% of invoice value against a broad range of risks.","LOW","Sachin","Agreed with Gemini reasoning."
5114,"MR-087","MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT__Insurance","MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT","Insurance","In this regard CONSULTANT shall be an additional insured under Company's applicable insurance coverages","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"typically MEDIUM \u2014 vague standards create risk","LOW (65%)","HIGH","LOW","Low",0.9,1,"The clause imposes an obligation on the signing party (Consultant) to be added as an additional insured on the Company's policy, which is a reversal of standard market practice where the Company is typically added to the Consultant's policy. This creates significant risk as the Consultant may be denied coverage if the Company's policy excludes such additions, fails to provide the required limits, or if the Consultant has no control over the underlying policy terms, potentially leaving the Consultant exposed to liability without recourse.","From the perspective of the signing party (CONSULTANT), being named as an additional insured on the Company's insurance policy is a benefit, as it provides direct coverage under that policy for claims arising from the Company's operations. This reduces the CONSULTANT's own potential liability exposure.","LOW","Sachin","Agreed with Gemini reasoning."
5158,"MR-131","ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement __Minimum Commitment","ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement","Minimum Commitment","Should ADMA fail to supply a minimum of [***] Batches of Product (the ""Minimum Volume"") of Product during the time period as specified in this Amendment #3, ADMA agrees that Sanofi Pasteur shall be entitled to obtain from ADMA as liquidated damages, and not a penalty, amounting to $[***] ([***]) USD.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.95,0.9,"The clause imposes a strict minimum volume commitment on the signing party (ADMA) with a unilateral financial penalty for failure to meet that target. This creates significant liability exposure as the signing party bears the entire risk of supply shortfalls or demand fluctuations without any reciprocal minimum purchase obligation or cap on damages mentioned in the text.","This clause describes a minimum commitment for ADMA to supply product to Sanofi Pasteur. From Sanofi Pasteur's perspective (the signing party in this scenario, as the counterparty to ADMA), this clause is favorable as it guarantees a minimum supply and provides for liquidated damages if ADMA fails to meet that commitment. This protects Sanofi Pasteur's supply chain and provides a clear remedy for breach.","MEDIUM","Sachin","REASONING: The clause imposes a minimum commitment on ADMA, but the liquidated damages amount is not excessive. The signing party bears some risk of supply shortfalls or demand fluctuations, but there are no reciprocal obligations or caps on damages mentioned in the text.

SIGNALS: amounting to $[***] ([***]) USD, minimum of [***] Batches of Product

CONTRARY THRESHOLDS:
- HIGH: If the liquidated damages amount were significantly higher (e.g., $1 million) and there was no reciprocal obligation on Sanofi Pasteur to purchase a minimum volume of product, I would assess the risk as HIGH. The signing party would be fully exposed to supply shortfalls or demand fluctuations without any protection.
- LOW: If the liquidated damages amount were low (e.g., $5,000) and there was a clear cap on damages or a mechanism for adjusting the minimum commitment based on market fluctuations, I would assess the risk as LOW. The signing party's exposure would be limited, and the agreement would be more flexible."
5159,"MR-132","AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement__Minimum Commitment","AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement","Minimum Commitment","During each Year of the Term following the Launch Date, ACSI (or one of its Affiliates) will deliver Amazon.com-branded e-mails and Amazon.com-branded in-product advertising materials related to the Spoken-Word Audio Sub-Section to selected members of the Amazon.com customer base in at least the following quantities:

---------------------------------------------------------------------------------------------             Year                           Email                      Product Shipment -----------------------------    --------------------------    ------------------------------ ---------------------------------------------------------------------------------------------                                                                        1                            [***]                            [***] ---------------------------------------------------------------------------------------------              2                            [***]                            [***] ---------------------------------------------------------------------------------------------              3                            [***]                            [***] ---------------------------------------------------------------------------------------------","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.9,1,"The clause imposes a mandatory minimum delivery obligation on the signing party (ACSI) for specific quantities of emails and advertising materials. The actual quantities are redacted as '[***]', creating significant uncertainty regarding the scale of the commitment and potential liability for failing to meet undefined targets, which is heavily one-sided in favor of the counterparty (Amazon).","This clause establishes a minimum commitment from the counterparty (ACSI/Amazon) to deliver advertising, which is favorable to the signing party as it guarantees a certain level of promotional activity. The 'at least' phrasing indicates these are minimums, not caps, further benefiting the signing party.","LOW","Sachin","Agreed with Gemini reasoning."
5160,"MR-133","CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement__Minimum Commitment","CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement","Minimum Commitment","The Company shall produce no less than forty (40) original episodes of the Show per year","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.9,1,"Imposes a rigid, high-volume production obligation on the signing party (likely the production company) with no stated exceptions for force majeure, funding delays, or creative disputes, creating significant liability exposure if the target is missed.","This clause establishes a minimum production commitment from the Company, which is the counterparty to the signing party. From the perspective of the signing party (e.g., a broadcaster or platform), this is a favorable term as it guarantees a consistent supply of content, reducing the risk of content scarcity.","MEDIUM","Sachin","REASONING: The clause sets a minimum production commitment, but the lack of exceptions for unforeseen circumstances or creative disputes creates some uncertainty. The signing party may face consequences if they fail to meet this target, but the scope of those consequences is not clearly defined.

SIGNALS: no less than forty (40) original episodes, per year

CONTRARY THRESHOLDS:
- HIGH: If the clause added 'without exception' or 'regardless of unforeseen circumstances', it would significantly increase the risk for the signing party, as they'd be held accountable even if external factors prevent them from meeting the target.
- LOW: If the clause allowed for exceptions or adjustments based on 'mutual agreement' or 'circumstances beyond the Company's control', it would significantly decrease the risk for the signing party, as they could negotiate changes to the target or be released from their obligations if unforeseen events occur."
5161,"MR-134","Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT__Minimum Commitment","Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT","Minimum Commitment","Fleet shall ensure that it has sufficient experienced production staff available to meet the requirements set out in each Production Schedule and at a minimum, to meet the expected non-binding forecast set out below:

[***] [***] [***] [***] [***] [***]

N u m b e r  o f batches","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.95,0.9,"The clause imposes a mandatory obligation on the signing party (Fleet) to guarantee staffing levels to meet forecasts, yet explicitly labels those forecasts as 'non-binding'. This creates a significant risk where the signing party bears the full cost and liability of resourcing for demand that the counterparty has disclaimed as a commitment, effectively forcing the signing party to absorb the risk of forecast inaccuracy without reciprocal protection.","The clause refers to an 'expected non-binding forecast' for the number of batches, indicating that the signing party (Fleet) is not contractually obligated to meet a specific minimum commitment. While Fleet must have sufficient staff to meet requirements, the forecast itself is explicitly non-binding, reducing the risk of a minimum commitment penalty.","HIGH","Sachin","Agreed with Qwen reasoning."
5162,"MR-135","EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement__Minimum Commitment","EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement","Minimum Commitment","During the Term, eDiets.com will be guaranteed 12 million circulation per year from and after the Effective Date via newsletters, including but not limited to:      >>  Fashion & Beauty Newsletter: 300,000 subscribers per month      >>  Food News: 180,000 subscribers per month      >>  Prevention: 1,600,000 subscribers per month      >>  Internet Scopes:  2,400,000 subscribers per month      >>  Sex & Romance: 120,000 subscribers per month      >>  What's New: 1,100,000 subscribers per month      >>  Women.com Member Newsletter: 1,700,000 subscribers per month

Guaranteed Circulation Per Year:            12,000,000","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.95,1,"The clause imposes a strict, non-negotiable minimum volume obligation (12 million circulation) on the signing party (eDiets.com) without any stated remedies, caps, or conditions for failure to meet the target, creating significant financial and operational liability if the guaranteed subscriber numbers are not achieved.","This clause guarantees a minimum circulation for eDiets.com, which is the signing party (the counterparty to the drafter). This is a benefit to the signing party, ensuring they receive a certain level of exposure, rather than imposing a minimum purchase commitment on them.","LOW","Sachin","Agreed with Gemini reasoning."
5163,"MR-136","EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement__Minimum Commitment","EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement","Minimum Commitment","Notwithstanding anything to the contrary contained herein, the exclusive appointment and license set out in Sections 2(a) and 2(b) shall become non-exclusive if:","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0,0,"The clause allows the drafter to unilaterally strip the signing party of their exclusive rights without specifying any minimum performance thresholds or notice periods, creating significant uncertainty and potential loss of market position for the signing party.","This clause indicates a condition under which an exclusive arrangement would revert to non-exclusive. Without the specific conditions, it's impossible to assess the risk fully. However, the clause itself does not impose a minimum commitment or purchasing obligation on the signing party. It merely states a potential change in the exclusivity status, which is a common contractual mechanism for performance-based agreements. It does not directly create a financial obligation or minimum purchase requirement.","LOW","Sachin","Agreed with Gemini reasoning."
5164,"MR-137","FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT__Minimum Commitment","FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT","Minimum Commitment","In the event generic equivalents has captured the [ * ] of the quantity of Lead Compound sold by Astellas during the [ * ] preceding such termination calculated on a annual basis; or in the event, after the entry into the market of generic equivalents, that Astellas' annual sales fall below $[ * ] for all Lead Compounds, Astellas may terminate this Agreement upon [ * ] written notice to FG; provided, that Astellas does not Commercialize any Lead Compound after such termination until the expiration of the last to expire FG Patents applicable to such Lead Compound.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.85,0.9,"The clause grants the drafter (Astellas) unilateral termination rights triggered by generic market entry or sales thresholds, while imposing a post-termination non-commercialization restriction on the drafter that lasts until patent expiration. This creates a significant risk for the signing party (FG) because the termination is triggered by market forces (generic competition) rather than FG's performance, and the restriction prevents FG from potentially licensing or selling the compound to others during the patent term, effectively locking FG out of the market for the duration of the patents without compensation or recourse.","This clause outlines conditions under which Astellas (the counterparty to FG) may terminate the agreement. From FG's perspective, this clause provides Astellas with termination rights based on market conditions (generic equivalents capturing market share or sales falling below a threshold). However, the critical protection for FG is the proviso that Astellas cannot commercialize any Lead Compound after termination until the expiration of FG's patents. This significantly mitigates the risk for FG, as it prevents Astellas from terminating and then immediately competing with FG's patented compounds, ensuring FG retains value from its intellectual property even after Astellas's termination.","HIGH","Sachin","Agreed with Qwen reasoning."
5165,"MR-138","GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement__Minimum Commitment","GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement","Minimum Commitment","PageMaster Corporation shall provide a minimum of 100,000 up to                500,000 pagers for the fulfillment of this promotion to all                Purchase Customers who prepay their annual airtime.","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.9,1,"The clause imposes a mandatory minimum purchase obligation of 100,000 units on the signing party (Purchase Customers) without specifying a corresponding penalty for failure to meet this target or a mechanism to adjust the commitment based on actual demand, creating significant financial exposure for overstocking or unsold inventory.","This clause describes a minimum commitment from the counterparty (PageMaster Corporation) to provide pagers, not a minimum commitment from the signing party to purchase them. This is favorable to the signing party as it guarantees a supply without imposing a purchase obligation.","LOW","Sachin","Agreed with Gemini reasoning."
5166,"MR-139","HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT__Minimum Commitment","HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT","Minimum Commitment","Developer may cancel this Agreement if the total gross annual software revenue does not meet DeVeloper's revenue forecast for the Distributor, such cancellation to be eftected by written notice delivered to Distributor not later than 30 days after any Developer's Fiscal Year end (June 30).","MANUAL_REVIEW","LOW\u2194HIGH","Qwen\u2191",2,"context-dependent \u2014 dollar value matters","HIGH (40%)","HIGH","LOW","Medium",0.95,0.9,"The clause grants the drafter (Developer) unilateral termination rights based on an internal forecast rather than objective performance metrics, creating significant uncertainty and potential for arbitrary cancellation for the signing party (Distributor).","This clause describes a right of the Developer (the counterparty) to cancel the agreement if revenue targets are not met. From the perspective of the Distributor (the signing party), this is a standard performance-based termination right for the counterparty and does not impose a minimum commitment or penalty on the Distributor. It simply means the agreement might end if the Distributor's sales performance is insufficient, which is a common and generally acceptable risk in distribution agreements.","LOW","Sachin","Agreed with Gemini reasoning."
