row_num,review_id,id,contract,clause_type,clause_text,category,disagreement_type,disagreement_direction,label_gap,clause_risk_profile,typical_risk_for_type,qwen_label,gemini_label,copilot_label,qwen_confidence,gemini_confidence,qwen_reason,gemini_reason,final_label,reviewer,notes
5122,MR-095,"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT__Ip Ownership Assignment","KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",Ip Ownership Assignment,"Turpin shall, at the Company's  request,  assist with, execute      and   deliver   all   further   documents,   applications,    declarations,      verifications,  submissions,  transfers  and  assignments  and do all other      things requested by the Company, acting reasonably,  during the term hereof      and  thereafter,  at the expense of the  Company,  but  without  additional      compensation,  to enable the Company or its nominees to apply for, acquire,      prosecute,  perfect,  enforce and/or maintain any and all right,  title and      interest, in any country, in and to the Confidential Information,  the Work      Product and the Intellectual Property Rights in same.",MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically HIGH — IP transfer to drafter,HIGH (76%),LOW,HIGH,High,0.0,1.0,"The clause imposes a standard post-creation assistance obligation on the signing party (Turpin) to perfect the counterparty's rights, which is typical for IP assignment agreements. Crucially, it includes protective terms for the signing party: the counterparty bears all costs ('at the expense of the Company') and no extra fees are required ('without additional compensation'), preventing financial exploitation beyond the initial scope.","This clause requires the signing party (Turpin) to assist the Company in acquiring and maintaining all rights, title, and interest in Confidential Information, Work Product, and related Intellectual Property Rights. This implies that ownership of IP created by Turpin, or related to the work, is assigned to the Company, which is a significant risk for the signing party as they lose ownership of their creations. The clause is heavily one-sided, benefiting the drafter (Company) by ensuring they secure all IP rights without additional compensation to Turpin for this assistance.",,Rajnish,
5123,MR-096,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement__Ip Ownership Assignment,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Ip Ownership Assignment,"Supplier agrees to assign (and cause its employees or permitted subcontractors to assign), and does hereby assign, any and all rights, title and interests of Supplier in, to or under any Inventions to Customer.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — IP transfer to drafter,HIGH (76%),HIGH,LOW,High,0.95,1.0,"The clause mandates an immediate and blanket assignment of all current and future inventions to the Customer without limiting the scope to work performed specifically under the contract or requiring compensation. This exposes the Supplier to the loss of ownership over unrelated pre-existing or independently developed IP, creating a significant and disproportionate risk.","From the perspective of the Customer (the signing party in this scenario, as the counterparty to the drafter), this clause is highly favorable. It ensures that all intellectual property created by the Supplier (and its personnel) related to 'Inventions' is assigned to the Customer, providing clear ownership and protection for the Customer's interests. This is a standard and expected term when a customer is commissioning work that involves IP creation.",,Rajnish,
5124,MR-097,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1__Ip Ownership Assignment,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,Ip Ownership Assignment,"EFS hereby irrevocably assigns, and Client hereby accepts, all right,  title and interest in and to each and every Authorized Modification, and EFS agrees to cooperate with all reasonable requests by  Client to effect or perfect such assignment.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — IP transfer to drafter,HIGH (76%),HIGH,LOW,High,0.95,1.0,"The clause mandates an irrevocable, blanket assignment of all rights to any modifications created by the signing party (EFS) to the Client. This grants the Client ownership of derivative works or improvements without any limitation on scope, duration, or compensation, effectively stripping the signing party of future rights to their own creative output.","This clause is favorable to the Client (the signing party) as it explicitly states that EFS (the counterparty) irrevocably assigns all intellectual property rights in 'Authorized Modifications' to the Client, and the Client accepts these rights. This ensures the Client owns the IP created for them.",,Rajnish,
5125,MR-098,"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Ip Ownership Assignment","VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Ip Ownership Assignment,"Unless otherwise addressed in an Intellectual Property Amendment, PPD hereby assigns to VS all rights that PPD may have in any invention, technology, know-how or other intellectual property which is developed with use of Confidential Information provided to PPD by VS.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — IP transfer to drafter,HIGH (76%),HIGH,LOW,High,0.95,1.0,"The clause mandates a broad, unconditional assignment of all IP rights developed by PPD simply based on the use of VS's confidential information, without limiting the scope to inventions directly derived from that information or requiring compensation, creating significant exposure for PPD's independent innovations.","This clause assigns IP developed using the counterparty's (VS's) confidential information back to the counterparty. From the perspective of PPD (the signing party), this is a standard and expected provision to protect the disclosing party's IP and ensure that their confidential information doesn't lead to IP ownership claims by the receiving party. It is a reasonable protection for the party providing the confidential information.",,Rajnish,
5126,MR-099,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3)__Ip Ownership Assignment,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),Ip Ownership Assignment,XENCOR agrees to assign and hereby assigns to BII all right title and interest it may have in any BII Intellectual Property.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — IP transfer to drafter,HIGH (76%),HIGH,LOW,High,0.95,0.9,"The clause mandates an immediate and unconditional assignment of all rights to 'BII Intellectual Property' to the counterparty (BII). This is highly one-sided as it grants the counterparty ownership of the signing party's (Xencor's) existing or future IP related to BII without any consideration, limitation to specific projects, or protection for pre-existing IP, creating significant exposure to loss of proprietary assets.","This clause states that XENCOR assigns to BII any intellectual property that is already considered 'BII Intellectual Property'. From the perspective of the signing party (XENCOR), this is a low risk as it only confirms BII's ownership of its own IP, which is standard and expected. It does not assign any IP created by XENCOR to BII, only IP already defined as BII's.",,Rajnish,
5145,MR-118,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement__License Grant,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,License Grant,"Vendor hereby grants and promises to grant and have granted to AT&T and its Affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable Intellectual Property Rights of Vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for AT&T's or any of its customers' behalf or benefit) any Intellectual Property Rights of Vendor or any third party that are not included in Material or Paid-For Development but necessary to operate the Cell Sites or receive the full benefit of the Work.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically LOW — rights granted to signing party,LOW (55%),HIGH,LOW,Medium,0.0,1.0,"The clause grants the counterparty (AT&T) an extremely broad, perpetual, and irrevocable license to use, modify, and exploit the Vendor's intellectual property, including third-party IP, without compensation. This effectively transfers ownership-like rights to the counterparty and its customers, stripping the Vendor of control over their IP and creating significant long-term exposure.","This clause grants a broad, perpetual, worldwide, royalty-free, and sublicensable license to AT&T (the signing party) for intellectual property necessary to operate cell sites or receive the full benefit of the work. This is highly favorable to the signing party, providing extensive rights and flexibility without ongoing cost.",,Rajnish,
5146,MR-119,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1)__License Grant,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1),License Grant,"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to  sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically LOW — rights granted to signing party,LOW (55%),HIGH,LOW,Medium,0.9,1.0,"The signing party (Cargill) receives an exclusive, worldwide, royalty-free license with unlimited sublicensing rights for 'Improvements' outside the defined Field. This grants the signing party broad, perpetual control over the licensor's future innovations without compensation, creating a significant risk of losing the licensor's ability to commercialize their own technology in related areas and potentially locking the licensor out of their own market.","From the perspective of Cargill (the signing party and licensee), this clause grants a highly favorable, broad, and unrestricted license. It is exclusive, worldwide, royalty-free, and includes an unlimited right to sublicense, which provides significant commercial flexibility and value to Cargill.",,Rajnish,
5147,MR-120,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement__License Grant,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,License Grant,"Aucta, for itself and its Affiliates, hereby grants to ETON in accordance with the terms and conditions of this Agreement, an exclusive (even as to and against Aucta in the Territory) right and license, including the right to sublicense, to the Products (or any components thereof), Dossiers, and all current and future Aucta Background Intellectual Property that is owned or controlled by Aucta or its Affiliates for ETON to develop, manufacture, import, use, promote, distribute, market, advertise, offer for sale or sell (collectively, ""Market"") the Products in and for the Territory.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically LOW — rights granted to signing party,LOW (55%),HIGH,LOW,Medium,0.0,1.0,"The clause grants ETON an exclusive license that explicitly includes exclusivity against the drafter (Aucta) itself within the Territory. This creates a significant risk for ETON as it locks them into a single source for the Products and related IP, preventing them from sourcing alternatives or engaging with other providers for the same technology in that region, which severely limits their operational flexibility and bargaining power.","From the perspective of ETON (the signing party), this clause grants an exclusive license, which is highly favorable as it prevents Aucta from competing with ETON in the specified territory for the licensed products and IP. This provides ETON with a strong market position.",,Rajnish,
5148,MR-121,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1__License Grant,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Except as otherwise specifically stated herein with respect to the Wireless Products, Licensee shall have no right to develop, manufacture, reproduce, distribute, sell or exploit any other products based on the PSM or the Property.",MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically LOW — rights granted to signing party,LOW (55%),LOW,HIGH,Medium,0.95,0.9,"This is a standard and expected restriction in a license agreement, clearly defining the scope of the grant by explicitly prohibiting the licensee from creating derivative works or competing products. It protects the licensor's intellectual property without imposing unusual or disproportionate burdens on the licensee beyond the normal boundaries of a limited license.","This clause severely restricts the licensee's ability to use the licensed property (PSM or the Property) for any purpose beyond what is specifically granted for 'Wireless Products'. It explicitly denies the licensee the right to develop, manufacture, reproduce, distribute, sell, or exploit any other products based on the licensed property, which is a significant limitation on potential business expansion or innovation for the licensee.",,Rajnish,
5149,MR-122,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement__License Grant,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,License Grant,"During the Term and subject to the limitations set forth in this Agreement, Naked shall have an exclusive right and license in the Territory to use Athlete's name, nickname, initials, autograph, image, likeness, photographs, biographical details, facsimile signature, voice, videos, electronic media depictions, any words, symbols or other depictions, as well as any other identifying attributes that would identify Athlete to the public, including any trade mark(s), copyrights which Wade has, as set forth on Schedule A attached hereto, and all multimedia assets that Wade owns or has right to use (collectively, the ""Wade Image"") solely for the advertising, endorsement, promotion, or sale of the Naked Products (including the Wade Products) in the Territory as follows:",MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically LOW — rights granted to signing party,LOW (55%),LOW,HIGH,Medium,0.95,1.0,"The exclusivity is granted to the signing party (Naked) rather than imposed upon them, and the scope is clearly limited to specific products and the defined Territory, which is a standard and favorable arrangement for a licensee.","This clause grants Naked an exclusive right and license to use a broad range of Athlete's identifying attributes and multimedia assets for the promotion and sale of Naked Products within the Territory. This significantly restricts the Athlete's ability to license or use their own image and likeness for other products or services, even if unrelated to Naked's specific product line, within the defined territory. The scope of 'Wade Image' is very broad, encompassing virtually all identifying attributes, which creates a heavily one-sided arrangement benefiting Naked and limiting the Athlete's commercial opportunities.",,Rajnish,
5150,MR-123,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement__License Grant,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,License Grant,"Subject to the terms and conditions of this Agreement, PACIFICAP ENTERTAINMENT hereby grants to THE HENRY FILM AND ENTERTAINMENT CORPORATION, under PACIFICAP ENTERTAINMENT'S full ownership and or fully authorized licensing Rights of Content

  (a) A 10 year exclusive, worldwide license to use, modify, reproduce, distribute, display and transmit any and all PACIFICAP ENTERTAINMENT nostalgic television show library Content.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically LOW — rights granted to signing party,LOW (55%),HIGH,LOW,Medium,0.0,1.0,"The signing party (PACIFICAP ENTERTAINMENT) grants a decade-long, global exclusive license covering the entire nostalgic television show library, effectively locking the drafter out of all other commercial opportunities for their core assets for a significant period without any stated performance milestones or termination rights for non-use.","From the perspective of THE HENRY FILM AND ENTERTAINMENT CORPORATION (the licensee), this clause grants an exclusive, worldwide license for a significant duration (10 years) to a valuable content library. This is highly favorable to the signing party as it secures exclusive rights, preventing competitors from accessing the same content and providing a strong market position.",,Rajnish,
5151,MR-124,WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement__License Grant,WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,License Grant,"Subject to Emdeon's compliance with the provisions of this Agreement, Emdeon is hereby authorized and licensed to use the Content by making such Content available to third parties verbatim or as source material via the Software.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically LOW — rights granted to signing party,LOW (55%),HIGH,LOW,Medium,0.9,0.9,"The clause grants the drafter (Emdeon) an expansive right to distribute the signing party's content to third parties verbatim or as source material, which creates significant exposure for unauthorized redistribution and loss of control over the content's integrity and usage scope.","The clause grants Emdeon (the signing party) a clear license to use the Content and make it available to third parties, which is favorable for Emdeon's business model as described. The 'Subject to Emdeon's compliance' is a standard condition for any license.",,Rajnish,
5194,MR-167,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1)__Non-Transferable License,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1),Non-Transferable License,"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to  sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — scope of restriction matters,MEDIUM (63%),HIGH,LOW,Medium,0.9,1.0,"The signing party (Cargill) receives an exclusive, worldwide, royalty-free license with unlimited sublicensing rights for 'Improvements' outside the defined Field. This grants the signing party broad, perpetual control over the licensor's future innovations without compensation, creating a significant risk of losing the licensor's ability to commercialize their own technology in related areas and potentially locking the licensor out of their own market.","From the perspective of Cargill (the signing party and licensee), this clause grants a highly favorable, broad, and unrestricted license. It is exclusive, worldwide, royalty-free, and includes an unlimited right to sublicense, which provides significant commercial flexibility and value to Cargill.",,Rajnish,
5195,MR-168,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement__Non-Transferable License,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Non-Transferable License,"Except to Affiliates of Valeant, Valeant's rights and obligations under this Section 2.1 are non-transferable, non-assignable, and non-delegable.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — scope of restriction matters,MEDIUM (63%),HIGH,LOW,Medium,0.95,0.9,"The clause explicitly prohibits Valeant from transferring its rights or obligations to any third party except for affiliates, creating a heavily one-sided restriction that locks the signing party into a specific counterparty without the flexibility to assign the contract in the event of a merger, acquisition, or restructuring.","This clause restricts the transferability of Valeant's rights and obligations, not the signing party's. From the perspective of the counterparty to Valeant, this limitation on Valeant's ability to transfer its obligations is generally favorable or neutral, as it ensures the signing party continues to deal with Valeant directly. The exception for Affiliates is standard.",,Rajnish,
